# Region       : all 
# Cells        : 31280
# Volume       : 3.20955384e+00
# Time         	volIntegrate(alpha.water)
0.88947368     	6.64588429e-01
0.89052632     	6.64588186e-01
0.89157895     	6.64587941e-01
0.89263158     	6.64587695e-01
0.89368421     	6.64587448e-01
0.89473684     	6.64587200e-01
0.89578947     	6.64586951e-01
0.89684211     	6.64586702e-01
0.89789474     	6.64586452e-01
0.89894737     	6.64586201e-01
0.9            	6.64585951e-01
0.90111111     	6.64585686e-01
0.90222222     	6.64585420e-01
0.90333333     	6.64585154e-01
0.90444444     	6.64584888e-01
0.90555556     	6.64584622e-01
0.90666667     	6.64584357e-01
0.90777778     	6.64584092e-01
0.90888889     	6.64583827e-01
0.91           	6.64583564e-01
0.91111111     	6.64583301e-01
0.91222222     	6.64583038e-01
0.91333333     	6.64582777e-01
0.91444444     	6.64582517e-01
0.91555556     	6.64582258e-01
0.91666667     	6.64582001e-01
0.91777778     	6.64581745e-01
0.91888889     	6.64581491e-01
0.92           	6.64581239e-01
0.92111111     	6.64580989e-01
0.92222222     	6.64580741e-01
0.92333333     	6.64580495e-01
0.92444444     	6.64580252e-01
0.92555556     	6.64580011e-01
0.92666667     	6.64579772e-01
0.92777778     	6.64579536e-01
0.92888889     	6.64579303e-01
0.93           	6.64579072e-01
0.93111111     	6.64578843e-01
0.93222222     	6.64578617e-01
0.93333333     	6.64578394e-01
0.93444444     	6.64578173e-01
0.93555556     	6.64577955e-01
0.93666667     	6.64577741e-01
0.93777778     	6.64577530e-01
0.93888889     	6.64577322e-01
0.94           	6.64577118e-01
0.94111111     	6.64576917e-01
0.94222222     	6.64576719e-01
0.94333333     	6.64576526e-01
0.94444444     	6.64576335e-01
0.94555556     	6.64576149e-01
0.94666667     	6.64575966e-01
0.94777778     	6.64575786e-01
0.94888889     	6.64575610e-01
0.95           	6.64575438e-01
0.95111111     	6.64575269e-01
0.95222222     	6.64575104e-01
0.95333333     	6.64574942e-01
0.95444444     	6.64574785e-01
0.95555556     	6.64574630e-01
0.95666667     	6.64574480e-01
0.95777778     	6.64574333e-01
0.95888889     	6.64574190e-01
0.96           	6.64574051e-01
0.96117647     	6.64573907e-01
0.96235294     	6.64573767e-01
0.96352941     	6.64573631e-01
0.96470588     	6.64573500e-01
0.96588235     	6.64573374e-01
0.96705882     	6.64573253e-01
0.96823529     	6.64573136e-01
0.96941176     	6.64573023e-01
0.97058824     	6.64572916e-01
0.97176471     	6.64572812e-01
0.97294118     	6.64572714e-01
0.97411765     	6.64572619e-01
0.97529412     	6.64572528e-01
0.97647059     	6.64572441e-01
0.97764706     	6.64572358e-01
0.97882353     	6.64572279e-01
0.98           	6.64572203e-01
0.98117647     	6.64572130e-01
0.98235294     	6.64572061e-01
0.98352941     	6.64571995e-01
0.98470588     	6.64571931e-01
0.98588235     	6.64571871e-01
0.98705882     	6.64571813e-01
0.98823529     	6.64571757e-01
0.98941176     	6.64571714e-01
0.99058824     	6.64571673e-01
0.99176471     	6.64571635e-01
0.99294118     	6.64571599e-01
0.99411765     	6.64571565e-01
0.99529412     	6.64571533e-01
0.99647059     	6.64571503e-01
0.99764706     	6.64571475e-01
0.99882353     	6.64571448e-01
1              	6.64571423e-01
1.0011765      	6.64571399e-01
1.0023529      	6.64571377e-01
1.0035294      	6.64571356e-01
1.0047059      	6.64571336e-01
1.0058824      	6.64571317e-01
1.0070588      	6.64571300e-01
1.0082353      	6.64571284e-01
1.0094118      	6.64571268e-01
1.0105882      	6.64571253e-01
1.0117647      	6.64571240e-01
1.0129412      	6.64571227e-01
1.0141176      	6.64571214e-01
1.0152941      	6.64571203e-01
1.0164706      	6.64571192e-01
1.0176471      	6.64571181e-01
1.0188235      	6.64571171e-01
1.02           	6.64571162e-01
1.0211765      	6.64571153e-01
1.0223529      	6.64571145e-01
1.0235294      	6.64571136e-01
1.0247059      	6.64571129e-01
1.0258824      	6.64571121e-01
1.0270588      	6.64571114e-01
1.0282353      	6.64571107e-01
1.0294118      	6.64571100e-01
1.0305882      	6.64571094e-01
1.0317647      	6.64571088e-01
1.0329412      	6.64571082e-01
1.0341176      	6.64571076e-01
1.0352941      	6.64571071e-01
1.0364706      	6.64571065e-01
1.0376471      	6.64571060e-01
1.0388235      	6.64571055e-01
1.04           	6.64571050e-01
1.0411765      	6.64571045e-01
1.0423529      	6.64571040e-01
1.0435294      	6.64571035e-01
1.0447059      	6.64571031e-01
1.0458824      	6.64571026e-01
1.0470588      	6.64571022e-01
1.0482353      	6.64571017e-01
1.0494118      	6.64571013e-01
1.0505882      	6.64571009e-01
1.0517647      	6.64571004e-01
1.0529412      	6.64571000e-01
1.0541176      	6.64570996e-01
1.0552941      	6.64570993e-01
1.0564706      	6.64570989e-01
1.0576471      	6.64570985e-01
1.0588235      	6.64570982e-01
1.06           	6.64570978e-01
1.0611765      	6.64570975e-01
1.0623529      	6.64570972e-01
1.0635294      	6.64570969e-01
1.0647059      	6.64570965e-01
1.0658824      	6.64570962e-01
1.0670588      	6.64570960e-01
1.0682353      	6.64570957e-01
1.0694118      	6.64570954e-01
1.0705882      	6.64570952e-01
1.0717647      	6.64570949e-01
1.0729412      	6.64570947e-01
1.0741176      	6.64570944e-01
1.0752941      	6.64570942e-01
1.0764706      	6.64570940e-01
1.0776471      	6.64570938e-01
1.0788235      	6.64570936e-01
1.08           	6.64570934e-01
1.0811765      	6.64570932e-01
1.0823529      	6.64570931e-01
1.0835294      	6.64570929e-01
1.0847059      	6.64570927e-01
1.0858824      	6.64570926e-01
1.0870588      	6.64570924e-01
1.0882353      	6.64570923e-01
1.0894118      	6.64570921e-01
1.0905882      	6.64570920e-01
1.0917647      	6.64570919e-01
1.0929412      	6.64570918e-01
1.0941176      	6.64570916e-01
1.0952941      	6.64570915e-01
1.0964706      	6.64570914e-01
1.0976471      	6.64570913e-01
1.0988235      	6.64570912e-01
1.1            	6.64570911e-01
1.1011765      	6.64570910e-01
1.1023529      	6.64570909e-01
1.1035294      	6.64570908e-01
1.1047059      	6.64570908e-01
1.1058824      	6.64570907e-01
1.1070588      	6.64570907e-01
1.1082353      	6.64570906e-01
1.1094118      	6.64570906e-01
1.1105882      	6.64570906e-01
1.1117647      	6.64570905e-01
1.1129412      	6.64570905e-01
1.1141176      	6.64570905e-01
1.1152941      	6.64570905e-01
1.1164706      	6.64570905e-01
1.1176471      	6.64570905e-01
1.1188235      	6.64570906e-01
1.12           	6.64570906e-01
1.1211765      	6.64570906e-01
1.1223529      	6.64570906e-01
1.1235294      	6.64570907e-01
1.1247059      	6.64570907e-01
1.1258824      	6.64570908e-01
1.1270588      	6.64570908e-01
1.1281373      	6.64570908e-01
1.1292157      	6.64570909e-01
1.1302941      	6.64570909e-01
1.1313725      	6.64570909e-01
1.132451       	6.64570910e-01
1.1335294      	6.64570910e-01
1.1346078      	6.64570910e-01
1.1356863      	6.64570911e-01
1.1367647      	6.64570911e-01
1.1378431      	6.64570912e-01
1.1389216      	6.64570912e-01
1.14           	6.64570913e-01
1.1410526      	6.64570913e-01
1.1421053      	6.64570914e-01
1.1430994      	6.64570914e-01
1.1440936      	6.64570914e-01
1.1450292      	6.64570914e-01
1.1459099      	6.64570915e-01
1.1467905      	6.64570915e-01
1.1476161      	6.64570915e-01
1.1484417      	6.64570915e-01
1.1492673      	6.64570915e-01
1.1500339      	6.64570915e-01
1.1508005      	6.64570915e-01
1.1515082      	6.64570929e-01
1.1522158      	6.64570943e-01
1.1528645      	6.64570954e-01
1.1535132      	6.64570965e-01
1.1541619      	6.64570976e-01
1.1548106      	6.64570987e-01
1.1553872      	6.64570995e-01
1.1559638      	6.64571003e-01
1.1565404      	6.64571011e-01
1.157117       	6.64571019e-01
1.1576936      	6.64571027e-01
1.1582702      	6.64571034e-01
1.1588468      	6.64571042e-01
1.1594234      	6.64571050e-01
1.16           	6.64571058e-01
1.1606061      	6.64571067e-01
1.1612121      	6.64571076e-01
1.1618384      	6.64571086e-01
1.1624646      	6.64571096e-01
1.1630909      	6.64571106e-01
1.1637172      	6.64571116e-01
1.1643434      	6.64571127e-01
1.1649697      	6.64571137e-01
1.165596       	6.64571147e-01
1.1662222      	6.64571157e-01
1.1668783      	6.64571169e-01
1.1675344      	6.64571181e-01
1.1681905      	6.64571192e-01
1.1688466      	6.64571204e-01
1.1695026      	6.64571216e-01
1.1701587      	6.64571228e-01
1.1708148      	6.64571240e-01
1.1714272      	6.64571249e-01
1.1720395      	6.64571259e-01
1.1726519      	6.64571269e-01
1.1732642      	6.64571279e-01
1.1738765      	6.64571289e-01
1.1744889      	6.64571298e-01
1.17504        	6.64571306e-01
1.1755911      	6.64571313e-01
1.1761422      	6.64571320e-01
1.1766933      	6.64571327e-01
1.1772444      	6.64571335e-01
1.1777956      	6.64571342e-01
1.1783467      	6.64571349e-01
1.1788978      	6.64571356e-01
1.1794489      	6.64571363e-01
1.18           	6.64571371e-01
1.1805556      	6.64571378e-01
1.1811111      	6.64571385e-01
1.1816508      	6.64571392e-01
1.1821905      	6.64571398e-01
1.1827302      	6.64571405e-01
1.1832535      	6.64571411e-01
1.1837768      	6.64571417e-01
1.1843001      	6.64571423e-01
1.1848235      	6.64571429e-01
1.1853294      	6.64571434e-01
1.1858352      	6.64571440e-01
1.1863411      	6.64571445e-01
1.186847       	6.64571451e-01
1.1873342      	6.64571455e-01
1.1878213      	6.64571460e-01
1.1883085      	6.64571465e-01
1.1887956      	6.64571470e-01
1.1892827      	6.64571474e-01
1.1897487      	6.64571479e-01
1.1902147      	6.64571483e-01
1.1906807      	6.64571487e-01
1.1911466      	6.64571491e-01
1.1916126      	6.64571495e-01
1.1920786      	6.64571499e-01
1.1925445      	6.64571503e-01
1.1930105      	6.64571507e-01
1.1934765      	6.64571511e-01
1.1939114      	6.64571514e-01
1.1943463      	6.64571517e-01
1.1947812      	6.64571521e-01
1.1952161      	6.64571524e-01
1.195651       	6.64571527e-01
1.1960859      	6.64571530e-01
1.1965208      	6.64571533e-01
1.1969557      	6.64571536e-01
1.1973906      	6.64571540e-01
1.1978255      	6.64571543e-01
1.1982604      	6.64571546e-01
1.1986953      	6.64571549e-01
1.1991302      	6.64571552e-01
1.1995651      	6.64571555e-01
1.2            	6.64571558e-01
1.2004545      	6.64571562e-01
1.2009199      	6.64571565e-01
1.2013853      	6.64571569e-01
1.2018506      	6.64571573e-01
1.202316       	6.64571576e-01
1.2027814      	6.64571580e-01
1.2032468      	6.64571583e-01
1.2037121      	6.64571587e-01
1.2041775      	6.64571590e-01
1.2046429      	6.64571594e-01
1.2051082      	6.64571597e-01
1.2055736      	6.64571601e-01
1.206039       	6.64571604e-01
1.2065043      	6.64571607e-01
1.2069697      	6.64571611e-01
1.2074351      	6.64571614e-01
1.2079004      	6.64571617e-01
1.2083658      	6.64571621e-01
1.2088312      	6.64571624e-01
1.2092965      	6.64571627e-01
1.2097619      	6.64571630e-01
1.2102494      	6.64571634e-01
1.210737       	6.64571638e-01
1.2112245      	6.64571641e-01
1.211712       	6.64571645e-01
1.2121995      	6.64571648e-01
1.2126871      	6.64571652e-01
1.2131746      	6.64571656e-01
1.2136621      	6.64571659e-01
1.2141497      	6.64571663e-01
1.2146372      	6.64571667e-01
1.2151247      	6.64571670e-01
1.2156122      	6.64571674e-01
1.2160998      	6.64571678e-01
1.2165873      	6.64571681e-01
1.2170748      	6.64571685e-01
1.2175624      	6.64571689e-01
1.2180499      	6.64571692e-01
1.2185374      	6.64571696e-01
1.2190249      	6.64571699e-01
1.2195125      	6.64571703e-01
1.22           	6.64571706e-01
1.2205405      	6.64571711e-01
1.2211129      	6.64571717e-01
1.2217031      	6.64571723e-01
1.2222933      	6.64571729e-01
1.2228835      	6.64571735e-01
1.2234738      	6.64571740e-01
1.2240859      	6.64571747e-01
1.2246979      	6.64571753e-01
1.22531        	6.64571760e-01
1.2259487      	6.64571767e-01
1.2265874      	6.64571774e-01
1.2272261      	6.64571782e-01
1.2278984      	6.64571790e-01
1.2285707      	6.64571799e-01
1.229243       	6.64571807e-01
1.2299153      	6.64571815e-01
1.2306357      	6.64571826e-01
1.231356       	6.64571836e-01
1.2320763      	6.64571846e-01
1.2327967      	6.64571856e-01
1.233517       	6.64571866e-01
1.2342373      	6.64571877e-01
1.2349577      	6.64571887e-01
1.235678       	6.64571897e-01
1.2363983      	6.64571907e-01
1.2371187      	6.64571916e-01
1.237839       	6.64571926e-01
1.2385593      	6.64571936e-01
1.2392797      	6.64571946e-01
1.24           	6.64571955e-01
1.2408         	6.64571968e-01
1.2416727      	6.64571968e-01
1.2425891      	6.64571968e-01
1.2435564      	6.64571968e-01
1.2445236      	6.64571968e-01
1.2455554      	6.64571968e-01
1.2465872      	6.64571968e-01
1.2476189      	6.64571968e-01
1.2486507      	6.64571969e-01
1.2496824      	6.64571969e-01
1.2507142      	6.64571969e-01
1.2517459      	6.64571969e-01
1.2527777      	6.64571969e-01
1.2538095      	6.64571969e-01
1.2548412      	6.64571969e-01
1.255873       	6.64571969e-01
1.2569047      	6.64571969e-01
1.2579365      	6.64571969e-01
1.2589682      	6.64571969e-01
1.26           	6.64571969e-01
1.2611111      	6.64571969e-01
1.2622917      	6.64571969e-01
1.2634722      	6.64571969e-01
1.2646528      	6.64571969e-01
1.2658333      	6.64571969e-01
1.2670139      	6.64571970e-01
1.2681944      	6.64571970e-01
1.269375       	6.64571970e-01
1.2705556      	6.64571970e-01
1.2717361      	6.64571970e-01
1.2729167      	6.64571970e-01
1.2740972      	6.64571970e-01
1.2752778      	6.64571970e-01
1.2764583      	6.64571970e-01
1.2776389      	6.64571970e-01
1.2788194      	6.64571970e-01
1.28           	6.64571970e-01
1.28125        	6.64571970e-01
1.2825         	6.64571970e-01
1.28375        	6.64571970e-01
1.285          	6.64571970e-01
1.28625        	6.64571970e-01
1.2875         	6.64571970e-01
1.28875        	6.64571970e-01
1.29           	6.64571970e-01
1.29125        	6.64571970e-01
1.2925         	6.64571970e-01
1.29375        	6.64571970e-01
1.295          	6.64571970e-01
1.29625        	6.64571970e-01
1.2975         	6.64571970e-01
1.29875        	6.64571970e-01
1.3            	6.64571969e-01
1.3013333      	6.64571969e-01
1.3027692      	6.64571969e-01
1.3042051      	6.64571969e-01
1.305641       	6.64571969e-01
1.3070769      	6.64571969e-01
1.3085128      	6.64571969e-01
1.3099487      	6.64571969e-01
1.3113846      	6.64571969e-01
1.3128205      	6.64571969e-01
1.3142564      	6.64571968e-01
1.3156923      	6.64571968e-01
1.3171282      	6.64571968e-01
1.3185641      	6.64571968e-01
1.32           	6.64571968e-01
1.3214286      	6.64571967e-01
1.3228571      	6.64571967e-01
1.3242857      	6.64571967e-01
1.3257143      	6.64571966e-01
1.3271429      	6.64571966e-01
1.3284286      	6.64571975e-01
1.3297143      	6.64571984e-01
1.331          	6.64571992e-01
1.3322857      	6.64572000e-01
1.3335714      	6.64572008e-01
1.3348571      	6.64572015e-01
1.3361429      	6.64572021e-01
1.3374286      	6.64572028e-01
1.3382857      	6.64572030e-01
1.3391429      	6.64572031e-01
1.34           	6.64572033e-01
1.3409524      	6.64572035e-01
1.3420106      	6.64572038e-01
1.3431349      	6.64572041e-01
1.3443396      	6.64572044e-01
1.3455442      	6.64572048e-01
1.3466562      	6.64572050e-01
1.3477682      	6.64572053e-01
1.3488802      	6.64572055e-01
1.3499922      	6.64572057e-01
1.3511041      	6.64572059e-01
1.3522161      	6.64572060e-01
1.3533281      	6.64572062e-01
1.3544401      	6.64572063e-01
1.3555521      	6.64572065e-01
1.3566641      	6.64572066e-01
1.357776       	6.64572067e-01
1.358888       	6.64572068e-01
1.36           	6.64572069e-01
1.3611111      	6.64572070e-01
1.3622222      	6.64572070e-01
1.3633333      	6.64572071e-01
1.3644444      	6.64572072e-01
1.3655556      	6.64572072e-01
1.3666667      	6.64572073e-01
1.3677778      	6.64572073e-01
1.3688889      	6.64572074e-01
1.37           	6.64572074e-01
1.3711111      	6.64572074e-01
1.3722222      	6.64572075e-01
1.3733333      	6.64572075e-01
1.3744444      	6.64572075e-01
1.3755556      	6.64572075e-01
1.3766667      	6.64572075e-01
1.3777778      	6.64572075e-01
1.3788889      	6.64572075e-01
1.38           	6.64572075e-01
1.3811765      	6.64572074e-01
1.3823529      	6.64572074e-01
1.3835294      	6.64572074e-01
1.3847059      	6.64572073e-01
1.3858824      	6.64572073e-01
1.3870588      	6.64572072e-01
1.3882353      	6.64572071e-01
1.3894118      	6.64572070e-01
1.3905882      	6.64572069e-01
1.3917647      	6.64572068e-01
1.3929412      	6.64572067e-01
1.3941176      	6.64572065e-01
1.3952941      	6.64572064e-01
1.3964706      	6.64572062e-01
1.3976471      	6.64572060e-01
1.3988235      	6.64572057e-01
1.4            	6.64572055e-01
1.4011765      	6.64572052e-01
1.4023529      	6.64572048e-01
1.4035294      	6.64572044e-01
1.4047059      	6.64572040e-01
1.4059804      	6.64572034e-01
1.4072549      	6.64572028e-01
1.4085294      	6.64572022e-01
1.4098039      	6.64572014e-01
1.4110784      	6.64572007e-01
1.4123529      	6.64571998e-01
1.4136275      	6.64571989e-01
1.414902       	6.64571979e-01
1.4161765      	6.64571969e-01
1.417451       	6.64571959e-01
1.4187255      	6.64571947e-01
1.42           	6.64571935e-01
1.4213333      	6.64571922e-01
1.4227692      	6.64571906e-01
1.4242051      	6.64571890e-01
1.425641       	6.64571873e-01
1.4270769      	6.64571854e-01
1.4285128      	6.64571835e-01
1.4299487      	6.64571815e-01
1.4313846      	6.64571794e-01
1.4328205      	6.64571771e-01
1.4342564      	6.64571748e-01
1.4356923      	6.64571725e-01
1.4371282      	6.64571700e-01
1.4385641      	6.64571674e-01
1.44           	6.64571648e-01
1.4415385      	6.64571619e-01
1.4432168      	6.64571585e-01
1.4448951      	6.64571551e-01
1.4465734      	6.64571516e-01
1.4482517      	6.64571480e-01
1.4499301      	6.64571444e-01
1.4516084      	6.64571407e-01
1.4532867      	6.64571369e-01
1.454965       	6.64571330e-01
1.4566434      	6.64571291e-01
1.4583217      	6.64571251e-01
1.46           	6.64571211e-01
1.4618182      	6.64571167e-01
1.4636364      	6.64571122e-01
1.4654545      	6.64571077e-01
1.4672727      	6.64571031e-01
1.4690909      	6.64570985e-01
1.4709091      	6.64570938e-01
1.4727273      	6.64570890e-01
1.4745455      	6.64570842e-01
1.4763636      	6.64570792e-01
1.4781818      	6.64570741e-01
1.48           	6.64570688e-01
1.4818182      	6.64570633e-01
1.4836364      	6.64570578e-01
1.4854545      	6.64570521e-01
1.4872727      	6.64570461e-01
1.4890909      	6.64570398e-01
1.4909091      	6.64570331e-01
1.4927273      	6.64570261e-01
1.4945455      	6.64570186e-01
1.4963636      	6.64570106e-01
1.4981818      	6.64570021e-01
1.5            	6.64569932e-01
1.5018182      	6.64569836e-01
1.5036364      	6.64569736e-01
1.5054545      	6.64569630e-01
1.5072727      	6.64569519e-01
1.5090909      	6.64569404e-01
1.5109091      	6.64569285e-01
1.5127273      	6.64569162e-01
1.5145455      	6.64569035e-01
1.5163636      	6.64568906e-01
1.5181818      	6.64568774e-01
1.52           	6.64568642e-01
1.522          	6.64568496e-01
1.524          	6.64568353e-01
1.526          	6.64568213e-01
1.528          	6.64568079e-01
1.53           	6.64567952e-01
1.532          	6.64567834e-01
1.534          	6.64567725e-01
1.536          	6.64567626e-01
1.538          	6.64567536e-01
1.54           	6.64567455e-01
1.542          	6.64567381e-01
1.5438         	6.64567321e-01
1.5456         	6.64567266e-01
1.5474         	6.64567216e-01
1.548975       	6.64567175e-01
1.55055        	6.64567137e-01
1.552125       	6.64567101e-01
1.5534375      	6.64567072e-01
1.55475        	6.64567045e-01
1.5560625      	6.64567018e-01
1.557375       	6.64566993e-01
1.5586875      	6.64566968e-01
1.5593438      	6.64566955e-01
1.56           	6.64566943e-01
1.5607692      	6.64566929e-01
1.5616434      	6.64566913e-01
1.5626095      	6.64566896e-01
1.5636325      	6.64566878e-01
1.5647236      	6.64566859e-01
1.5658148      	6.64566840e-01
1.566828       	6.64566823e-01
1.5678413      	6.64566806e-01
1.5688545      	6.64566788e-01
1.5698677      	6.64566771e-01
1.5708809      	6.64566754e-01
1.5717929      	6.64566739e-01
1.5727048      	6.64566723e-01
1.5736167      	6.64566708e-01
1.5745286      	6.64566692e-01
1.5754405      	6.64566677e-01
1.5763524      	6.64566661e-01
1.5772643      	6.64566646e-01
1.5781762      	6.64566631e-01
1.5790881      	6.64566615e-01
1.58           	6.64566600e-01
1.581          	6.64566583e-01
1.5820556      	6.64566565e-01
1.5831111      	6.64566547e-01
1.5841667      	6.64566529e-01
1.5852222      	6.64566511e-01
1.586359       	6.64566491e-01
1.5874957      	6.64566471e-01
1.5886325      	6.64566451e-01
1.5897692      	6.64566431e-01
1.590906       	6.64566411e-01
1.5920427      	6.64566391e-01
1.5931795      	6.64566370e-01
1.5943162      	6.64566349e-01
1.595453       	6.64566328e-01
1.5965897      	6.64566307e-01
1.5977265      	6.64566286e-01
1.5988632      	6.64566265e-01
1.6            	6.64566243e-01
1.6011111      	6.64566222e-01
1.6022222      	6.64566200e-01
1.6033333      	6.64566179e-01
1.6044444      	6.64566158e-01
1.6055556      	6.64566136e-01
1.6066667      	6.64566115e-01
1.6076923      	6.64566095e-01
1.6087179      	6.64566075e-01
1.6097436      	6.64566056e-01
1.6107692      	6.64566036e-01
1.6117949      	6.64566016e-01
1.6128205      	6.64565996e-01
1.6138462      	6.64565976e-01
1.6148718      	6.64565956e-01
1.6158974      	6.64565936e-01
1.6169231      	6.64565916e-01
1.6179487      	6.64565896e-01
1.6189744      	6.64565875e-01
1.62           	6.64565855e-01
1.6210526      	6.64565834e-01
1.6221053      	6.64565814e-01
1.6231579      	6.64565792e-01
1.6242105      	6.64565771e-01
1.6252632      	6.64565750e-01
1.6263158      	6.64565729e-01
1.6273684      	6.64565707e-01
1.6284211      	6.64565685e-01
1.6294737      	6.64565663e-01
1.6305263      	6.64565641e-01
1.6315789      	6.64565618e-01
1.6326316      	6.64565595e-01
1.6336842      	6.64565572e-01
1.6347368      	6.64565548e-01
1.6357895      	6.64565523e-01
1.6368421      	6.64565498e-01
1.6378947      	6.64565473e-01
1.6389474      	6.64565447e-01
1.64           	6.64565420e-01
1.6411765      	6.64565389e-01
1.6424314      	6.64565356e-01
1.6437828      	6.64565318e-01
1.6452571      	6.64565276e-01
1.6468952      	6.64565228e-01
1.6485333      	6.64565177e-01
1.6501714      	6.64565125e-01
1.6518095      	6.64565070e-01
1.6534476      	6.64565013e-01
1.6550857      	6.64564954e-01
1.6567238      	6.64564893e-01
1.6583619      	6.64564830e-01
1.66           	6.64564764e-01
1.6618182      	6.64564689e-01
1.6638384      	6.64564603e-01
1.6658586      	6.64564513e-01
1.6678788      	6.64564420e-01
1.669899       	6.64564324e-01
1.6719192      	6.64564224e-01
1.6739394      	6.64564121e-01
1.6759596      	6.64564016e-01
1.6779798      	6.64563907e-01
1.68           	6.64563797e-01
1.6822222      	6.64563674e-01
1.6844444      	6.64563550e-01
1.6866667      	6.64563423e-01
1.6888889      	6.64563297e-01
1.6911111      	6.64563170e-01
1.6933333      	6.64563045e-01
1.6955556      	6.64562921e-01
1.6977778      	6.64562800e-01
1.7            	6.64562681e-01
1.7022222      	6.64562566e-01
1.7044444      	6.64562456e-01
1.7066667      	6.64562350e-01
1.7088889      	6.64562250e-01
1.7111111      	6.64562155e-01
1.7133333      	6.64562065e-01
1.7155556      	6.64561980e-01
1.7177778      	6.64561900e-01
1.72           	6.64561826e-01
1.7222222      	6.64561756e-01
1.7244444      	6.64561691e-01
1.7266667      	6.64561630e-01
1.7288889      	6.64561572e-01
1.7311111      	6.64561517e-01
1.7333333      	6.64561466e-01
1.7355556      	6.64561417e-01
1.7377778      	6.64561370e-01
1.74           	6.64561326e-01
1.7422222      	6.64561283e-01
1.7444444      	6.64561243e-01
1.7466667      	6.64561204e-01
1.7488889      	6.64561167e-01
1.7511111      	6.64561131e-01
1.7533333      	6.64561097e-01
1.7555556      	6.64561064e-01
1.7577778      	6.64561032e-01
1.76           	6.64561001e-01
1.7622222      	6.64560972e-01
1.7644444      	6.64560943e-01
1.7666667      	6.64560915e-01
1.7688889      	6.64560888e-01
1.7711111      	6.64560862e-01
1.7733333      	6.64560837e-01
1.7755556      	6.64560813e-01
1.7777778      	6.64560789e-01
1.78           	6.64560765e-01
1.7822222      	6.64560742e-01
1.7844444      	6.64560719e-01
1.7866667      	6.64560696e-01
1.7888889      	6.64560674e-01
1.7911111      	6.64560652e-01
1.7933333      	6.64560632e-01
1.7955556      	6.64560611e-01
1.7977778      	6.64560592e-01
1.8            	6.64560573e-01
1.8025         	6.64560553e-01
1.805          	6.64560533e-01
1.8075         	6.64560514e-01
1.81           	6.64560496e-01
1.8125         	6.64560478e-01
1.815          	6.64560460e-01
1.8175         	6.64560444e-01
1.82           	6.64560427e-01
1.8225         	6.64560411e-01
1.825          	6.64560395e-01
1.8275         	6.64560379e-01
1.83           	6.64560363e-01
1.8325         	6.64560347e-01
1.835          	6.64560332e-01
1.8375         	6.64560316e-01
1.84           	6.64560301e-01
1.8425         	6.64560285e-01
1.845          	6.64560270e-01
1.8475         	6.64560254e-01
1.85           	6.64560239e-01
1.8525         	6.64560224e-01
1.855          	6.64560208e-01
1.8575         	6.64560192e-01
1.86           	6.64560176e-01
1.8625         	6.64560160e-01
1.865          	6.64560144e-01
1.8675         	6.64560127e-01
1.87           	6.64560111e-01
1.8725         	6.64560094e-01
1.875          	6.64560077e-01
1.8775         	6.64560061e-01
1.88           	6.64560043e-01
1.8825         	6.64560026e-01
1.885          	6.64560009e-01
1.8875         	6.64559991e-01
1.89           	6.64559972e-01
1.8925         	6.64559954e-01
1.895          	6.64559934e-01
1.8975         	6.64559915e-01
1.9            	6.64559908e-01
1.9025         	6.64559901e-01
1.905          	6.64559894e-01
1.9075         	6.64559887e-01
1.91           	6.64559881e-01
1.9125         	6.64559874e-01
1.915          	6.64559868e-01
1.9175         	6.64559862e-01
1.92           	6.64559856e-01
1.9225         	6.64559850e-01
1.925          	6.64559844e-01
1.9275         	6.64559838e-01
1.93           	6.64559833e-01
1.9325         	6.64559827e-01
1.935          	6.64559822e-01
1.9375         	6.64559816e-01
1.94           	6.64559811e-01
1.9425         	6.64559795e-01
1.945          	6.64559779e-01
1.9475         	6.64559763e-01
1.95           	6.64559749e-01
1.9525         	6.64559734e-01
1.955          	6.64559721e-01
1.9575         	6.64559707e-01
1.96           	6.64559695e-01
1.9625         	6.64559683e-01
1.965          	6.64559672e-01
1.9675         	6.64559661e-01
1.97           	6.64559651e-01
1.9725         	6.64559642e-01
1.975          	6.64559633e-01
1.9775         	6.64559625e-01
1.98           	6.64559617e-01
1.9825         	6.64559610e-01
1.985          	6.64559603e-01
1.9875         	6.64559597e-01
1.99           	6.64559592e-01
1.9925         	6.64559587e-01
1.995          	6.64559582e-01
1.9975         	6.64559578e-01
2              	6.64559573e-01
2.0025         	6.64559569e-01
2.005          	6.64559566e-01
2.0075         	6.64559562e-01
2.01           	6.64559559e-01
2.0125         	6.64559555e-01
2.015          	6.64559552e-01
2.0175         	6.64559549e-01
2.02           	6.64559546e-01
2.0225         	6.64559542e-01
2.025          	6.64559539e-01
2.0275         	6.64559535e-01
2.03           	6.64559531e-01
2.0325         	6.64559527e-01
2.035          	6.64559523e-01
2.0375         	6.64559518e-01
2.04           	6.64559513e-01
2.0425         	6.64559508e-01
2.045          	6.64559503e-01
2.0475         	6.64559497e-01
2.05           	6.64559491e-01
2.0525         	6.64559485e-01
2.055          	6.64559479e-01
2.0575         	6.64559472e-01
2.06           	6.64559465e-01
2.0625         	6.64559457e-01
2.065          	6.64559450e-01
2.0675         	6.64559442e-01
2.07           	6.64559434e-01
2.0725         	6.64559427e-01
2.075          	6.64559419e-01
2.0775         	6.64559411e-01
