# y+ ()        
# Time         	patch          	min            	max            	average        
5.2            	back	5.71157863e+01	3.89687623e+03	5.32836034e+02
5.2            	bottom	1.58970668e+02	2.93302671e+03	1.50746126e+03
5.2            	top	0.00000000e+00	1.69102807e+02	3.29008870e+01
5.2            	front	5.70644913e+01	3.88842497e+03	5.29590892e+02
5.22           	left	5.70763947e+01	9.93280127e+02	1.97080154e+02
5.22           	right	8.67285778e+01	1.47064573e+03	4.30664144e+02
5.22           	stlSurface	1.44902583e+02	1.69175530e+03	6.02602662e+02
5.22           	back	5.70261706e+01	3.91301780e+03	5.34573283e+02
5.22           	bottom	1.60841060e+02	2.93363812e+03	1.50761391e+03
5.22           	top	0.00000000e+00	1.59661806e+02	3.35973743e+01
5.22           	front	5.69541365e+01	3.88868289e+03	5.31472748e+02
5.24           	left	5.69961670e+01	9.93906585e+02	1.96353296e+02
5.24           	right	8.61156025e+01	1.45958246e+03	4.27151868e+02
5.24           	stlSurface	1.47738748e+02	1.70925129e+03	6.14848735e+02
5.24           	back	5.69872861e+01	3.95188443e+03	5.36115103e+02
5.24           	bottom	1.63989188e+02	2.92919916e+03	1.50760751e+03
5.24           	top	0.00000000e+00	1.53054178e+02	3.38644308e+01
5.24           	front	5.68740806e+01	3.93694195e+03	5.32767088e+02
5.26           	left	5.69507797e+01	9.93824150e+02	1.95648701e+02
5.26           	right	8.55118127e+01	1.44881321e+03	4.23680460e+02
5.26           	stlSurface	1.51651637e+02	1.71400958e+03	6.21500140e+02
5.26           	back	5.70061731e+01	4.00933137e+03	5.36497412e+02
5.26           	bottom	1.68332473e+02	2.92522450e+03	1.50755776e+03
5.26           	top	0.00000000e+00	1.48278886e+02	3.42341454e+01
5.26           	front	5.68287906e+01	3.98260212e+03	5.33140972e+02
5.28           	left	5.69453690e+01	9.92999565e+02	1.94964657e+02
5.28           	right	8.49170055e+01	1.43904543e+03	4.20226874e+02
5.28           	stlSurface	1.56489413e+02	1.70918132e+03	6.28231338e+02
5.28           	back	5.70912143e+01	4.02703359e+03	5.38964476e+02
5.28           	bottom	1.73702377e+02	2.91611333e+03	1.50752761e+03
5.28           	top	0.00000000e+00	1.60436812e+02	3.43897884e+01
5.28           	front	5.68233914e+01	4.00733586e+03	5.35639503e+02
5.3            	left	5.69870855e+01	9.91411647e+02	1.94300146e+02
5.3            	right	8.43310493e+01	1.43723204e+03	4.16748059e+02
5.3            	stlSurface	1.62068104e+02	1.69787006e+03	6.35356864e+02
5.3            	back	5.70594320e+01	4.07861010e+03	5.40462294e+02
5.3            	bottom	1.79894693e+02	2.90632178e+03	1.50755398e+03
5.3            	top	0.00000000e+00	1.60414321e+02	3.51177966e+01
5.3            	front	5.68650186e+01	4.05656052e+03	5.36998277e+02
5.32           	left	5.70843978e+01	9.89015056e+02	1.93652748e+02
5.32           	right	8.37538516e+01	1.43502162e+03	4.13627413e+02
5.32           	stlSurface	1.68167526e+02	1.68426886e+03	6.42210413e+02
5.32           	back	5.70603850e+01	4.06931466e+03	5.41028465e+02
5.32           	bottom	1.86665018e+02	2.89365393e+03	1.50764994e+03
5.32           	top	0.00000000e+00	1.61693462e+02	3.51685542e+01
5.32           	front	5.69621224e+01	4.05142231e+03	5.37565606e+02
5.34           	left	5.72580509e+01	9.85822891e+02	1.93024977e+02
5.34           	right	8.31852205e+01	1.43217638e+03	4.10599764e+02
5.34           	stlSurface	1.67875122e+02	1.66944977e+03	6.48944722e+02
5.34           	back	5.71269711e+01	4.07908182e+03	5.43183828e+02
5.34           	bottom	1.86645295e+02	2.87903864e+03	1.50785342e+03
5.34           	top	0.00000000e+00	1.63270356e+02	3.55941450e+01
5.34           	front	5.71354036e+01	4.06603934e+03	5.40036108e+02
5.36           	left	5.73784391e+01	9.81876187e+02	1.92439709e+02
5.36           	right	8.26250098e+01	1.42847548e+03	4.07614174e+02
5.36           	stlSurface	1.65616461e+02	1.65201414e+03	6.55486718e+02
5.36           	back	5.72959556e+01	4.03814395e+03	5.44452744e+02
5.36           	bottom	1.84134093e+02	2.86460381e+03	1.50820688e+03
5.36           	top	0.00000000e+00	1.64773605e+02	3.57928392e+01
5.36           	front	5.72438894e+01	4.02923738e+03	5.41275990e+02
5.38           	left	5.74587211e+01	9.76366899e+02	1.92110083e+02
5.38           	right	8.20731134e+01	1.42375146e+03	4.04664046e+02
5.38           	stlSurface	1.62963989e+02	1.63320416e+03	6.61573415e+02
5.38           	back	5.73488153e+01	3.95580415e+03	5.44141187e+02
5.38           	bottom	1.81185046e+02	2.84962258e+03	1.50877787e+03
5.38           	top	0.00000000e+00	1.66239421e+02	3.57984999e+01
5.38           	front	5.73239832e+01	3.95470839e+03	5.41066786e+02
5.4            	left	5.76468645e+01	9.70135876e+02	1.92497668e+02
5.4            	right	8.15096427e+01	1.41790103e+03	4.01742720e+02
5.4            	stlSurface	1.59964960e+02	1.61375375e+03	6.66785991e+02
5.4            	back	5.75005166e+01	3.80649512e+03	5.43809934e+02
5.4            	bottom	1.77850696e+02	2.83302315e+03	1.50962500e+03
5.4            	top	0.00000000e+00	1.67661553e+02	3.63872989e+01
5.4            	front	5.75366948e+01	3.83594775e+03	5.41122953e+02
5.42           	left	5.77660711e+01	9.63894834e+02	1.94553590e+02
5.42           	right	8.09521254e+01	1.41088566e+03	3.98844176e+02
5.42           	stlSurface	1.56702595e+02	1.59450964e+03	6.70857735e+02
5.42           	back	5.76088591e+01	3.55437297e+03	5.41264403e+02
5.42           	bottom	1.74223564e+02	2.81502473e+03	1.51077919e+03
5.42           	top	0.00000000e+00	1.68955241e+02	3.64742066e+01
5.42           	front	5.78883433e+01	3.59516387e+03	5.38242169e+02
5.44           	left	5.79269811e+01	9.58068229e+02	1.99446577e+02
5.44           	right	8.04445182e+01	1.40274198e+03	3.95963411e+02
5.44           	stlSurface	1.53261813e+02	1.57663530e+03	6.73766428e+02
5.44           	back	5.77693312e+01	3.62208422e+03	5.36561752e+02
5.44           	bottom	1.70398067e+02	2.79666913e+03	1.51225535e+03
5.44           	top	0.00000000e+00	1.69764065e+02	3.64808649e+01
5.44           	front	5.80350343e+01	3.57756504e+03	5.34529176e+02
5.46           	left	5.80447349e+01	9.53892793e+02	2.08331339e+02
5.46           	right	7.99463593e+01	1.39354277e+03	3.93096538e+02
5.46           	stlSurface	1.49725909e+02	1.56268923e+03	6.75609122e+02
5.46           	back	5.78770895e+01	3.67192760e+03	5.32590908e+02
5.46           	bottom	1.66466813e+02	2.77855895e+03	1.51403698e+03
5.46           	top	0.00000000e+00	1.70000033e+02	3.63026079e+01
5.46           	front	5.83410592e+01	3.63431370e+03	5.28981697e+02
5.48           	left	5.82107769e+01	9.53440064e+02	2.21625953e+02
5.48           	right	7.94343350e+01	1.38339774e+03	3.90240840e+02
5.48           	stlSurface	1.46166835e+02	1.55178126e+03	6.76488182e+02
5.48           	back	5.80426519e+01	3.71099296e+03	5.35055404e+02
5.48           	bottom	1.62509798e+02	2.75936469e+03	1.51611774e+03
5.48           	top	0.00000000e+00	1.69788542e+02	3.68416484e+01
5.48           	front	5.87690724e+01	3.66902225e+03	5.31079610e+02
5.5            	left	5.84354178e+01	1.09161892e+03	2.39480357e+02
5.5            	right	7.89299459e+01	1.37367822e+03	3.87394814e+02
5.5            	stlSurface	1.42641989e+02	1.54180380e+03	6.76524968e+02
5.5            	back	5.82580177e+01	3.73235184e+03	5.36447047e+02
5.5            	bottom	1.58590837e+02	2.73930001e+03	1.51845051e+03
5.5            	top	0.00000000e+00	1.69199611e+02	3.70911370e+01
5.5            	front	5.90150485e+01	3.69557287e+03	5.32383083e+02
5.52           	left	5.85701489e+01	1.53069644e+03	2.64052613e+02
5.52           	right	7.83304195e+01	1.36479854e+03	3.84557856e+02
5.52           	stlSurface	1.39263909e+02	1.53233323e+03	6.75848953e+02
5.52           	back	5.83923398e+01	3.74484288e+03	5.38270049e+02
5.52           	bottom	1.54835053e+02	2.71855987e+03	1.52094041e+03
5.52           	top	0.00000000e+00	1.68320195e+02	3.70712181e+01
5.52           	front	5.93787022e+01	3.70782449e+03	5.34329920e+02
5.54           	left	5.87824176e+01	2.06001425e+03	2.97774591e+02
5.54           	right	7.75525538e+01	1.35417672e+03	3.81729985e+02
5.54           	stlSurface	1.36051005e+02	1.52331029e+03	6.74550380e+02
5.54           	back	5.86039641e+01	3.74031735e+03	5.39935202e+02
5.54           	bottom	1.51262914e+02	2.69732093e+03	1.52347750e+03
5.54           	top	0.00000000e+00	1.67225029e+02	3.70535279e+01
5.54           	front	5.96455491e+01	3.70276220e+03	5.35913069e+02
5.56           	left	5.90275526e+01	2.56952321e+03	3.55164355e+02
5.56           	right	7.68136499e+01	1.34206286e+03	3.78911439e+02
5.56           	stlSurface	1.32996480e+02	1.51549958e+03	6.72713512e+02
5.56           	back	5.88409144e+01	3.71240871e+03	5.41121179e+02
5.56           	bottom	1.47866861e+02	2.70259925e+03	1.52592082e+03
5.56           	top	0.00000000e+00	1.65990633e+02	3.69517241e+01
5.56           	front	5.98254169e+01	3.68163029e+03	5.36946305e+02
5.58           	left	5.91882340e+01	3.96362258e+03	5.22528181e+02
5.58           	right	7.61131338e+01	1.32873760e+03	3.76102567e+02
5.58           	stlSurface	1.30094189e+02	1.50981734e+03	6.70436928e+02
5.58           	back	5.90010878e+01	3.68397216e+03	5.42526289e+02
5.58           	bottom	1.44640064e+02	2.78059542e+03	1.52808491e+03
5.58           	top	0.00000000e+00	1.64661247e+02	3.69510626e+01
5.58           	front	6.01080184e+01	3.65267101e+03	5.38464544e+02
5.6            	left	5.95005348e+01	4.37834190e+03	6.87705057e+02
5.6            	right	7.54505855e+01	1.31446810e+03	3.73303388e+02
5.6            	stlSurface	1.27338803e+02	1.50599432e+03	6.67804055e+02
5.6            	back	5.93124011e+01	3.62128629e+03	5.44015683e+02
5.6            	bottom	1.41576597e+02	2.84670395e+03	1.52970176e+03
5.6            	top	0.00000000e+00	1.63268483e+02	3.68981769e+01
5.6            	front	6.02598887e+01	3.59600475e+03	5.40098584e+02
5.62           	left	5.97344053e+01	5.07403019e+03	8.83314431e+02
5.62           	right	7.48254633e+01	1.29946584e+03	3.70513037e+02
5.62           	stlSurface	1.24749785e+02	1.50300348e+03	6.64861990e+02
5.62           	back	5.95394329e+01	3.52867009e+03	5.43572602e+02
5.62           	bottom	1.38698100e+02	2.90062929e+03	1.53055855e+03
5.62           	top	0.00000000e+00	1.61779827e+02	3.68360480e+01
5.62           	front	6.06167350e+01	3.50740614e+03	5.39762718e+02
5.64           	left	6.00380204e+01	5.23421837e+03	1.08866310e+03
5.64           	right	7.42367458e+01	1.28391535e+03	3.67729753e+02
5.64           	stlSurface	1.22446659e+02	1.49937168e+03	6.61658331e+02
5.64           	back	5.98420569e+01	3.43047149e+03	5.39657198e+02
5.64           	bottom	1.36137460e+02	2.94301683e+03	1.53061613e+03
5.64           	top	0.00000000e+00	1.60189850e+02	3.67654018e+01
5.64           	front	6.07976189e+01	3.40905725e+03	5.36167710e+02
5.66           	left	6.05055196e+01	5.25289318e+03	1.27087936e+03
5.66           	right	7.36828589e+01	1.26795202e+03	3.64950753e+02
5.66           	stlSurface	1.20443284e+02	1.49415178e+03	6.58252522e+02
5.66           	back	6.03034390e+01	3.34667521e+03	5.32733015e+02
5.66           	bottom	1.33910087e+02	2.97506011e+03	1.52991950e+03
5.66           	top	0.00000000e+00	1.58550123e+02	3.66782360e+01
5.66           	front	6.12814863e+01	3.31845802e+03	5.29939413e+02
5.68           	left	6.07887628e+01	5.32524275e+03	1.33405924e+03
5.68           	right	7.31612896e+01	1.25166248e+03	3.62172330e+02
5.68           	stlSurface	1.18739256e+02	1.48687460e+03	6.54701126e+02
5.68           	back	6.05857361e+01	3.27054164e+03	5.28002057e+02
5.68           	bottom	1.32015532e+02	2.99802074e+03	1.52852098e+03
5.68           	top	0.00000000e+00	1.56943770e+02	3.65098186e+01
5.68           	front	6.15053864e+01	3.23773144e+03	5.24450002e+02
5.7            	left	6.15814068e+01	5.22454245e+03	1.45767038e+03
5.7            	right	7.26693158e+01	1.23508860e+03	3.59389675e+02
5.7            	stlSurface	1.17342132e+02	1.47787210e+03	6.51077733e+02
5.7            	back	6.13728294e+01	3.19727137e+03	5.25091044e+02
5.7            	bottom	1.30462195e+02	3.01299109e+03	1.52646791e+03
5.7            	top	0.00000000e+00	1.55308747e+02	3.62972789e+01
5.7            	front	6.21132900e+01	3.16494886e+03	5.21242489e+02
5.72           	left	6.17849457e+01	5.07145567e+03	1.51269141e+03
5.72           	right	7.22043319e+01	1.21822480e+03	3.56596916e+02
5.72           	stlSurface	1.16261898e+02	1.46783094e+03	6.47444139e+02
5.72           	back	6.15756790e+01	3.12487873e+03	5.24800264e+02
5.72           	bottom	1.29261180e+02	3.03274202e+03	1.52379247e+03
5.72           	top	0.00000000e+00	1.53669111e+02	3.56740902e+01
5.72           	front	6.24202075e+01	3.09935268e+03	5.20814804e+02
5.74           	left	6.24745017e+01	5.00105725e+03	1.50733925e+03
5.74           	right	7.17632603e+01	1.20103113e+03	3.53787245e+02
5.74           	stlSurface	1.15513732e+02	1.45708281e+03	6.43830774e+02
5.74           	back	6.22628995e+01	3.07726740e+03	5.23384441e+02
5.74           	bottom	1.28429360e+02	3.04673288e+03	1.52053100e+03
5.74           	top	0.00000000e+00	1.52054292e+02	3.56809929e+01
5.74           	front	6.30082486e+01	3.04336200e+03	5.19359642e+02
5.76           	left	6.40513755e+01	4.85539131e+03	1.55643098e+03
5.76           	right	7.13467028e+01	1.18343220e+03	3.50952928e+02
5.76           	stlSurface	1.15118247e+02	1.44568762e+03	6.40268361e+02
5.76           	back	6.38344324e+01	3.04822055e+03	5.21732716e+02
5.76           	bottom	1.27989656e+02	3.05405676e+03	1.51672433e+03
5.76           	top	0.00000000e+00	1.50435052e+02	3.54054121e+01
5.76           	front	6.44420414e+01	3.01262088e+03	5.17671672e+02
5.78           	left	6.70442183e+01	4.70305664e+03	1.55484511e+03
5.78           	right	7.09533418e+01	1.16531533e+03	3.48084914e+02
5.78           	stlSurface	1.15098006e+02	1.43365856e+03	6.36797008e+02
5.78           	back	6.68171384e+01	3.00521268e+03	5.19793795e+02
5.78           	bottom	1.27967153e+02	3.05399972e+03	1.51240921e+03
5.78           	top	0.00000000e+00	1.48873445e+02	3.50063901e+01
5.78           	front	6.72888018e+01	2.96795467e+03	5.15721778e+02
5.8            	left	7.19697667e+01	4.55673969e+03	1.53002526e+03
5.8            	right	7.05811181e+01	1.14650686e+03	3.45172678e+02
5.8            	stlSurface	1.15490165e+02	1.42500991e+03	6.33450425e+02
5.8            	back	7.16856409e+01	2.95786541e+03	5.17633311e+02
5.8            	bottom	1.28403158e+02	3.04691140e+03	1.50762018e+03
5.8            	top	0.00000000e+00	1.47451332e+02	3.47526049e+01
5.8            	front	7.01152258e+01	2.91895194e+03	5.13606363e+02
5.82           	left	7.90014425e+01	4.41962104e+03	1.49747979e+03
5.82           	right	7.02281973e+01	1.12675983e+03	3.42204264e+02
5.82           	stlSurface	1.16325375e+02	1.42074443e+03	6.30246178e+02
5.82           	back	7.12749391e+01	2.90949843e+03	5.15779091e+02
5.82           	bottom	1.29331754e+02	3.03345352e+03	1.50240797e+03
5.82           	top	0.00000000e+00	1.45946924e+02	3.39622069e+01
5.82           	front	6.97646346e+01	2.86927697e+03	5.11814544e+02
5.84           	left	8.41686385e+01	4.30998533e+03	1.45907259e+03
5.84           	right	6.98920187e+01	1.11044262e+03	3.39165736e+02
5.84           	stlSurface	1.17644436e+02	1.41678036e+03	6.27187162e+02
5.84           	back	7.08698422e+01	2.86829738e+03	5.14028728e+02
5.84           	bottom	1.30798300e+02	3.01415092e+03	1.49683244e+03
5.84           	top	0.00000000e+00	1.44055431e+02	3.36516585e+01
5.84           	front	6.94306750e+01	2.82445154e+03	5.10049599e+02
5.86           	left	8.65502537e+01	4.24032810e+03	1.42842264e+03
5.86           	right	6.95691627e+01	1.10157075e+03	3.36041739e+02
5.86           	stlSurface	1.19492281e+02	1.41305716e+03	6.24243584e+02
5.86           	back	7.04702214e+01	2.86077171e+03	5.11811978e+02
5.86           	bottom	1.32852753e+02	2.98951718e+03	1.49094271e+03
5.86           	top	0.00000000e+00	1.41871373e+02	3.32449743e+01
5.86           	front	6.91099501e+01	2.81432972e+03	5.07990801e+02
5.88           	left	8.79419229e+01	4.20393768e+03	1.37650438e+03
5.88           	right	6.92564660e+01	1.09274629e+03	3.32812952e+02
5.88           	stlSurface	1.21918171e+02	1.40947760e+03	6.21357617e+02
5.88           	back	7.00759704e+01	2.87580384e+03	5.08883985e+02
5.88           	bottom	1.35549882e+02	2.96003351e+03	1.48478058e+03
5.88           	top	0.00000000e+00	1.23611698e+02	3.28831005e+01
5.88           	front	6.87993175e+01	2.83415539e+03	5.05247751e+02
5.9            	left	8.83521790e+01	4.20817450e+03	1.28687550e+03
5.9            	right	6.89518741e+01	1.08396913e+03	3.29460892e+02
5.9            	stlSurface	1.24966352e+02	1.40603560e+03	6.18447310e+02
5.9            	back	6.96869747e+01	2.89582439e+03	5.07439366e+02
5.9            	bottom	1.38938882e+02	2.92627490e+03	1.47839386e+03
5.9            	top	0.00000000e+00	1.23041804e+02	3.24544426e+01
5.9            	front	6.84967361e+01	2.85422120e+03	5.03750036e+02
5.92           	left	8.87885793e+01	4.16214855e+03	1.26917337e+03
5.92           	right	6.86535878e+01	1.07524268e+03	3.25966831e+02
5.92           	stlSurface	1.28667895e+02	1.40264228e+03	6.15437683e+02
5.92           	back	6.93031172e+01	2.93330503e+03	5.06564520e+02
5.92           	bottom	1.43054295e+02	2.88872384e+03	1.47183123e+03
5.92           	top	0.00000000e+00	1.22475931e+02	3.22371045e+01
5.92           	front	6.82004187e+01	2.88487488e+03	5.03452743e+02
5.94           	left	8.92506558e+01	4.24754046e+03	1.25231661e+03
5.94           	right	6.83600782e+01	1.06771869e+03	3.22295482e+02
5.94           	stlSurface	1.33036339e+02	1.39934039e+03	6.12260100e+02
5.94           	back	6.89242776e+01	2.97165630e+03	5.04662028e+02
5.94           	bottom	1.47911176e+02	2.84810422e+03	1.46512855e+03
5.94           	top	0.00000000e+00	1.21916870e+02	3.19198875e+01
5.94           	front	6.79088465e+01	2.92406114e+03	5.01687813e+02
5.96           	left	8.97328787e+01	4.32544823e+03	1.18388902e+03
5.96           	right	6.80703858e+01	1.06179435e+03	3.18389904e+02
5.96           	stlSurface	1.38056959e+02	1.39595307e+03	6.08841932e+02
5.96           	back	6.85503782e+01	2.95151668e+03	5.03492171e+02
5.96           	bottom	1.53493153e+02	2.80487458e+03	1.45831671e+03
